municipios;ibge;homicidio_doloso;total_vitimas_homicidio_doloso;latrocinio;furtos;abigeato;furto_veiculo;roubos;roubo_veiculo;estelionato;delitos_armas_municoes;entorpecente_posse;entorpecente_trafico;vitimas_latrocinio;vitimas_lesao_corporal_morte;total_vitimas_crimes_violentos;latitude;longitude;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;taxa_homicidio_doloso;taxa_total_vitimas_homicidio_doloso;taxa_latrocinio;taxa_furtos;taxa_abigeato;taxa_furto_veiculo;taxa_roubos;taxa_roubo_veiculo;taxa_estelionato;taxa_delitos_armas_municoes;taxa_entorpecente_posse;taxa_entorpecente_trafico;taxa_vitimas_latrocinio;taxa_vitimas_lesao_corporal_morte;taxa_total_vitimas_crimes_violentos
serio;4320453;1;1;0;21;0;2;0;0;2;1;2;0;0;0;1;-29.3904;-52.2685;2323;2317;2251;2217;2188;2182;2130;2174;2173;2146;2116;2123;47.103155911446066;47.103155911446066;0.0;989.1662741403674;0.0;94.20631182289213;0.0;0.0;94.20631182289213;47.103155911446066;94.20631182289213;0.0;0.0;0.0;47.103155911446066
sertao;4320503;0;0;0;32;3;0;0;0;34;6;2;1;0;0;0;-27.9798;-52.2588;6416;6401;6317;6340;6205;6166;6106;6172;6195;6208;6200;6196;0.0;0.0;0.0;516.4622336991607;48.41833440929632;0.0;0.0;0.0;548.7411233053583;96.83666881859264;32.278889606197545;16.139444803098772;0.0;0.0;0.0
sertao santana;4320552;0;0;0;24;1;0;3;0;28;3;2;1;0;0;0;-30.45619999999;-51.6017;5970;5972;5967;5981;6010;6020;6002;6147;6225;6247;6136;6081;0.0;0.0;0.0;394.6719289590528;16.4446637066272;0.0;49.3339911198816;0.0;460.45058378556155;49.3339911198816;32.8893274132544;16.4446637066272;0.0;0.0;0.0
sete de setembro;4320578;0;0;0;16;5;1;4;0;8;4;0;0;0;0;0;-28.13619999999;-54.4637;2165;2147;2123;2078;2116;2134;2167;2164;2156;2163;2140;2167;0.0;0.0;0.0;738.3479464697739;230.7337332718043;46.14674665436087;184.58698661744347;0.0;369.17397323488694;184.58698661744347;0.0;0.0;0.0;0.0;0.0
severiano de almeida;4320602;0;0;0;19;1;1;0;0;14;1;1;1;0;0;0;-27.43619999999;-52.12169999999;3917;3948;3922;3886;3786;3789;3824;3832;3841;3831;3834;3804;0.0;0.0;0.0;499.47423764458466;26.288117770767613;26.288117770767613;0.0;0.0;368.0336487907466;26.288117770767613;26.288117770767613;26.288117770767613;0.0;0.0;0.0
silveira martins;4320651;0;0;0;34;2;2;0;0;9;2;1;0;0;0;0;-29.64669999999;-53.591;2495;2459;2424;2431;2457;2459;2458;2480;2501;2419;2379;2361;0.0;0.0;0.0;1440.0677678949596;84.7098686997035;84.7098686997035;0.0;0.0;381.19440914866584;84.7098686997035;42.35493434985175;0.0;0.0;0.0;0.0
sinimbu;4320677;0;0;0;29;1;2;1;0;24;2;1;0;0;0;0;-29.53569999999;-52.5305;10269;10288;10158;10034;10137;9996;10110;9874;9748;9613;9513;9492;0.0;0.0;0.0;305.5204382638011;10.53518752633797;21.07037505267594;10.53518752633797;0.0;252.84450063211128;21.07037505267594;10.53518752633797;0.0;0.0;0.0;0.0
sobradinho;4320701;2;2;0;171;1;6;10;0;88;17;26;36;0;0;2;-29.4194;-53.0326;14576;14592;14511;14470;14557;14703;14818;14845;14833;15053;15264;15403;12.98448354216711;12.98448354216711;0.0;1110.173342855288;6.492241771083555;38.95345062650133;64.92241771083556;0.0;571.3172758553529;110.36811010842044;168.79828604817243;233.720703759008;0.0;0.0;12.98448354216711
soledade;4320800;9;10;0;455;39;27;23;1;127;41;72;33;0;0;13;-28.8306;-52.5131;30678;30405;30319;30350;30320;30369;30401;30419;30566;30393;30551;30881;29.14413393348661;32.38237103720734;0.0;1473.3978821929343;126.29124704510865;87.43240180045983;74.47945338557689;3.2382371037207345;411.2561121725333;132.7677212525501;233.1530714678929;106.86182442278422;0.0;0.0;42.09708234836955
tabai;4320859;0;0;0;24;3;2;3;5;27;0;5;0;0;0;0;-29.643;-51.68229999999;4216;4263;4268;4255;4277;4384;4534;4730;4816;4846;4869;4936;0.0;0.0;0.0;486.2236628849271;60.777957860615885;40.51863857374392;60.777957860615885;101.2965964343598;547.0016207455429;0.0;101.2965964343598;0.0;0.0;0.0;0.0
tapejara;4320909;3;4;0;319;2;15;21;2;168;13;41;14;0;0;7;-28.0652;-52.0097;19635;19965;20394;20851;21380;22192;22788;23251;23776;24291;24898;25473;11.77717583323519;15.702901110980255;0.0;1252.3063636006752;7.8514505554901275;58.885879166175954;82.44023083264634;7.8514505554901275;659.5218466611707;51.03442861068583;160.9547363875476;54.96015388843089;0.0;0.0;27.480076944215444
tapera;4321006;2;2;0;90;4;6;4;1;33;9;22;19;0;0;2;-28.6277;-52.86119999999;10663;10697;10836;10721;10770;10845;11037;11104;11139;11080;11155;11319;17.669405424507467;17.669405424507467;0.0;795.1232441028359;35.33881084901493;53.00821627352239;35.33881084901493;8.834702712253733;291.5451895043732;79.5123244102836;194.3634596695821;167.85935153282094;0.0;0.0;17.669405424507467
tapes;4321105;3;4;0;157;19;5;10;2;67;16;17;48;0;0;4;-30.66829999999;-51.39909999999;16990;16913;17072;17043;17122;17038;16927;16928;16654;16347;16080;16082;18.6543962193757;24.87252829250093;0.0;976.2467354806616;118.14450938937944;31.090660365626164;62.18132073125233;12.436264146250466;416.6148488993906;99.49011317000372;105.70824524312897;298.4703395100112;0.0;0.0;24.87252829250093
taquara;4321204;2;2;1;533;12;39;56;12;428;29;555;94;1;0;5;-29.6505;-50.7753;55803;56013;56440;57647;58465;58872;58695;58630;58709;58787;58657;58402;3.424540255470703;3.424540255470703;1.7122701277353516;912.6399780829424;20.547241532824216;66.77853498167872;95.88712715317969;20.547241532824216;732.8516146707304;49.6558337043252;950.3099208931202;160.95339200712303;1.7122701277353516;0.0;8.561350638676759
taquari;4321303;6;6;0;153;12;7;9;2;148;16;137;31;0;0;6;-29.7943;-51.86529999999;26639;26583;26502;26632;26799;27172;27366;27053;26877;26439;26665;26906;22.299858767561137;22.299858767561137;0.0;568.6463985728091;44.599717535122274;26.016501895487995;33.44978815134171;7.433286255853713;550.0631829331747;59.466290046829705;509.18010852597934;115.21593696573254;0.0;0.0;22.299858767561137
taquarucu do sul;4321329;0;0;0;13;1;0;0;0;12;3;2;2;0;0;0;-27.4004;-53.4703;3023;3056;3055;3050;3039;3005;3038;3101;3155;3237;3293;3380;0.0;0.0;0.0;384.61538461538464;29.585798816568047;0.0;0.0;0.0;355.0295857988165;88.75739644970413;59.171597633136095;59.171597633136095;0.0;0.0;0.0
tavares;4321352;0;0;0;51;11;1;1;0;22;3;4;14;0;0;1;-31.2843;-51.088;5461;5550;5566;5715;5681;5695;5565;5640;5663;5752;5731;5702;0.0;0.0;0.0;894.4230094703612;192.9147667485093;17.537706068046298;17.537706068046298;0.0;385.8295334970186;52.6131182041389;70.15082427218519;245.5278849526482;0.0;0.0;17.537706068046298
tenente portela;4321402;5;5;0;197;6;25;16;2;70;22;27;14;0;0;6;-27.37109999999;-53.75849999999;14019;14144;14171;14257;14139;14240;14131;14187;14142;14290;14371;14610;34.223134839151264;34.223134839151264;0.0;1348.39151266256;41.067761806981515;171.11567419575633;109.51403148528405;13.689253935660506;479.1238877481177;150.5817932922656;184.80492813141683;95.82477754962355;0.0;0.0;41.067761806981515
terra de areia;4321436;2;2;0;107;11;6;6;2;112;4;7;30;0;0;2;-29.57819999999;-50.06439999999;10090;10140;10332;10573;10675;10892;10920;11061;11170;11436;11672;11908;16.795431642593215;16.795431642593215;0.0;898.5555928787369;92.37487403426267;50.386294927779645;50.386294927779645;16.795431642593215;940.5441719852201;33.59086328518643;58.78401074907626;251.93147463889824;0.0;0.0;16.795431642593215
teutonia;4321451;0;0;0;135;2;6;11;1;273;11;169;32;0;0;0;-29.4482;-51.8044;27824;28592;29523;29987;30405;30821;31336;31895;32620;33548;34316;35083;0.0;0.0;0.0;384.80175583615994;5.700766753128296;17.102300259384887;31.354217142205627;2.850383376564148;778.1546618020124;31.354217142205627;481.714790639341;91.21226805005274;0.0;0.0;0.0
tio hugo;4321469;0;0;1;38;0;2;1;0;28;6;2;3;1;0;1;-28.57404;-52.5949;2778;2843;2871;2889;2894;2884;2928;2933;3037;3049;3150;3199;0.0;0.0;31.259768677711783;1187.8712097530479;0.0;62.519537355423566;31.259768677711783;0.0;875.27352297593;187.5586120662707;62.519537355423566;93.77930603313536;31.259768677711783;0.0;31.259768677711783
tiradentes do sul;4321477;0;0;0;26;1;1;1;0;14;13;2;5;0;0;0;-27.4022;-54.0814;6594;6510;6472;6240;6079;6001;5969;5882;5782;5864;5910;5952;0.0;0.0;0.0;436.8279569892473;16.801075268817204;16.801075268817204;16.801075268817204;0.0;235.21505376344086;218.41397849462365;33.60215053763441;84.00537634408602;0.0;0.0;0.0
toropi;4321493;0;0;0;18;7;0;0;0;8;6;0;0;0;0;0;-29.4782;-54.2244;3004;2959;2914;2800;2778;2753;2764;2795;2810;2832;2826;2818;0.0;0.0;0.0;638.75088715401;248.403122782115;0.0;0.0;0.0;283.88928317956;212.91696238466997;0.0;0.0;0.0;0.0;0.0
torres;4321501;3;3;0;832;11;50;73;10;587;13;168;75;0;0;7;-29.3334;-49.7333;35371;35769;36430;36606;37120;37635;38727;39425;40289;40906;41722;42390;7.077140835102619;7.077140835102619;0.0;1962.7270582684594;25.949516395376268;117.95234725171032;172.21042698749707;23.590469450342063;1384.760556735079;30.667610285444677;396.3198867657466;176.92852087756546;0.0;0.0;16.51332861523944
tramandai;4321600;25;28;0;1153;10;77;128;15;537;48;166;182;0;1;30;-29.9841;-50.13219999999;42492;43366;44130;45325;46798;48324;49486;50501;51299;51922;52341;53036;47.137793197073684;52.794328380722526;0.0;2173.9950222490384;18.85511727882947;145.18440304698694;241.34550116901727;28.282675918244212;1012.5197978731428;90.50456293838147;312.99494682856925;343.1631344746964;0.0;1.8855117278829474;56.565351836488425
travesseiro;4321626;0;0;0;9;0;0;0;0;8;0;2;0;0;0;0;-29.29769999999;-52.05319999999;2357;2437;2469;2441;2401;2362;2412;2431;2528;2545;2559;2496;0.0;0.0;0.0;360.5769230769231;0.0;0.0;0.0;0.0;320.5128205128205;0.0;80.12820512820512;0.0;0.0;0.0;0.0
tres arroios;4321634;0;0;0;11;1;1;0;0;11;1;0;0;0;0;0;-27.50029999999;-52.14479999999;2908;2891;2914;2866;2874;2813;2874;2854;2851;2866;2904;2931;0.0;0.0;0.0;375.29853292391675;34.1180484476288;34.1180484476288;0.0;0.0;375.29853292391675;34.1180484476288;0.0;0.0;0.0;0.0;0.0
tres cachoeiras;4321667;2;2;0;75;2;8;1;0;89;1;6;4;0;0;2;-29.44869999999;-49.9275;10427;10539;10503;10514;10627;10841;11033;11135;11246;11382;11428;11466;17.44287458573173;17.44287458573173;0.0;654.1077969649398;17.44287458573173;69.77149834292692;8.721437292865865;0.0;776.2079190650619;8.721437292865865;52.32862375719519;34.88574917146346;0.0;0.0;17.44287458573173
tres coroas;4321709;0;0;0;186;4;5;9;0;69;12;64;24;0;0;1;-29.5137;-50.77389999999;24352;24769;25154;25231;25412;25705;25904;25942;26046;26387;26700;26643;0.0;0.0;0.0;698.1195811282513;15.013324325338736;18.766655406673422;33.77997973201216;0.0;258.97984461209325;45.039972976016216;240.21318920541978;90.07994595203243;0.0;0.0;3.753331081334684
tres de maio;4321808;2;2;0;112;10;3;8;0;155;15;25;19;0;0;2;-27.78;-54.2357;24189;24272;24226;24358;24452;24497;24535;24855;25416;25860;26269;27040;7.396449704142012;7.396449704142012;0.0;414.2011834319527;36.98224852071006;11.094674556213016;29.585798816568047;0.0;573.2248520710059;55.47337278106509;92.45562130177514;70.26627218934911;0.0;0.0;7.396449704142012
tres forquilhas;4321832;0;0;0;11;2;0;0;1;4;0;0;1;0;0;0;-29.53839999999;-50.07079999999;2971;2973;2937;2946;2919;2936;2929;2950;2951;2952;3014;3077;0.0;0.0;0.0;357.4910627234319;64.99837504062398;0.0;0.0;32.49918752031199;129.99675008124797;0.0;0.0;32.49918752031199;0.0;0.0;0.0
tres palmeiras;4321857;0;0;0;15;0;0;2;0;13;1;7;1;0;0;0;-27.6139;-52.84369999999;4474;4440;4441;4512;4583;4596;4601;4702;4754;4800;4854;4971;0.0;0.0;0.0;301.7501508750754;0.0;0.0;40.23335345001006;0.0;261.5167974250654;20.11667672500503;140.8167370750352;20.11667672500503;0.0;0.0;0.0
tres passos;4321907;2;2;0;234;7;13;12;1;133;13;45;107;0;0;3;-27.4555;-53.9296;24436;24539;24922;25228;25420;25433;25488;25639;25962;26253;26643;27047;7.394535438311088;7.394535438311088;0.0;865.1606462823972;25.880874034088805;48.06448034902207;44.36721262986653;3.697267719155544;491.7366066476874;48.06448034902207;166.37704736199947;395.60764594964326;0.0;0.0;11.091803157466632
trindade do sul;4321956;0;0;0;46;5;5;2;1;24;10;25;26;0;0;0;-27.5239;-52.8956;5907;5813;5808;5779;5852;5892;6043;6087;6132;6149;6187;6370;0.0;0.0;0.0;722.1350078492936;78.49293563579279;78.49293563579279;31.39717425431711;15.698587127158556;376.76609105180535;156.98587127158558;392.4646781789639;408.16326530612247;0.0;0.0;0.0
triunfo;4322004;2;2;0;235;15;15;12;2;165;19;38;38;0;0;3;-29.92909999999;-51.7075;26349;26266;26173;26013;25835;25781;25827;26069;26286;26498;26622;26816;7.458233890214798;7.458233890214798;0.0;876.3424821002386;55.93675417661098;55.93675417661098;44.74940334128878;7.458233890214798;615.3042959427208;70.85322195704057;141.70644391408115;141.70644391408115;0.0;0.0;11.187350835322196
tucunduva;4322103;0;0;0;21;4;1;3;0;26;5;1;4;0;0;0;-27.65729999999;-54.44389999999;6013;5940;5872;5888;5876;5946;5942;5948;6009;6012;6023;5955;0.0;0.0;0.0;352.64483627204027;67.17044500419816;16.79261125104954;50.377833753148614;0.0;436.60789252728796;83.9630562552477;16.79261125104954;67.17044500419816;0.0;0.0;0.0
tunas;4322152;1;1;0;21;4;2;1;0;17;1;1;1;0;0;1;-29.10389999999;-52.9538;4486;4382;4316;4234;4204;4212;4172;4230;4176;4211;4213;4211;23.747328425552126;23.747328425552126;0.0;498.6938969365947;94.9893137022085;47.49465685110425;23.747328425552126;0.0;403.70458323438606;23.747328425552126;23.747328425552126;23.747328425552126;0.0;0.0;23.747328425552126
tupanci do sul;4322186;0;0;0;7;5;0;0;0;7;5;0;0;0;0;0;-27.92409999999;-51.5383;1604;1542;1535;1529;1556;1506;1494;1469;1479;1487;1488;1493;0.0;0.0;0.0;468.85465505693236;334.8961821835231;0.0;0.0;0.0;468.85465505693236;334.8961821835231;0.0;0.0;0.0;0.0;0.0
tupancireta;4322202;1;1;1;183;5;5;9;3;120;17;16;15;1;0;2;-29.08579999999;-53.84449999999;22761;22648;22458;22109;22200;22188;22161;21886;21817;21689;21575;21380;4.677268475210477;4.677268475210477;4.677268475210477;855.9401309635173;23.386342376052387;23.386342376052387;42.09541627689429;14.031805425631433;561.2722170252572;79.51356407857811;74.83629560336763;70.15902712815715;4.677268475210477;0.0;9.354536950420954
tupandi;4322251;0;0;0;12;1;1;0;0;35;1;9;4;0;0;0;-29.4772;-51.4174;4005;4190;4269;4305;4368;4480;4677;4790;4917;5060;5176;5263;0.0;0.0;0.0;228.00684020520615;19.000570017100515;19.000570017100515;0.0;0.0;665.019950598518;19.000570017100515;171.00513015390462;76.00228006840206;0.0;0.0;0.0
tuparendi;4322301;1;1;0;35;3;5;3;0;28;4;8;12;0;0;2;-27.75979999999;-54.4814;8709;8617;8556;8474;8505;8404;8467;8452;8583;8565;8598;8637;11.57809424568716;11.57809424568716;0.0;405.2332985990506;34.73428273706148;57.8904712284358;34.73428273706148;0.0;324.1866388792405;46.31237698274864;92.62475396549728;138.9371309482459;0.0;0.0;23.15618849137432
turucu;4322327;0;0;0;15;5;1;2;0;16;2;13;2;0;0;0;-31.4173;-52.1706;3598;3573;3527;3599;3699;3777;3823;3806;3721;3689;3587;3599;0.0;0.0;0.0;416.78243956654626;138.92747985551543;27.78549597110308;55.57099194220616;0.0;444.5679355376493;55.57099194220616;361.2114476243401;55.57099194220616;0.0;0.0;0.0
ubiretama;4322343;0;0;0;3;0;0;0;0;2;0;0;0;0;0;1;-28.0404;-54.68589999999;2336;2324;2377;2314;2289;2266;2235;2203;2144;2151;2137;2171;0.0;0.0;0.0;138.1851681252879;0.0;0.0;0.0;0.0;92.12344541685859;0.0;0.0;0.0;0.0;0.0;46.06172270842929
uniao da serra;4322350;0;0;0;3;0;0;0;0;5;1;0;0;0;0;0;-28.7833;-52.0238;1517;1473;1453;1443;1433;1401;1400;1395;1405;1387;1401;1402;0.0;0.0;0.0;213.98002853067047;0.0;0.0;0.0;0.0;356.6333808844508;71.32667617689016;0.0;0.0;0.0;0.0;0.0
unistalda;4322376;0;0;0;12;9;0;0;0;8;3;1;0;0;0;0;-29.03999999999;-55.15169999999;2497;2466;2442;2389;2368;2340;2331;2327;2348;2350;2276;2244;0.0;0.0;0.0;534.75935828877;401.0695187165776;0.0;0.0;0.0;356.50623885918003;133.6898395721925;44.563279857397504;0.0;0.0;0.0;0.0
uruguaiana;4322400;26;27;2;1185;60;53;221;3;591;50;211;205;2;0;33;-29.76139999999;-57.08529999999;128264;127227;125729;124419;122895;122175;120966;120384;119245;118832;117911;117297;22.165954798502945;23.01849152152229;1.7050734460386883;1010.2560167779226;51.152203381160646;45.18444632002524;188.41061578727505;2.557610169058032;503.84920330443236;42.6268361509672;179.8852485570816;174.77002821896554;1.7050734460386883;0.0;28.133711859638353
vacaria;4322509;23;26;1;975;20;40;117;8;391;74;180;91;1;0;30;-28.50789999999;-50.9418;62676;63210;63861;63968;64182;64887;65640;66110;66131;66527;67139;67543;34.05238144589373;38.49399641709726;1.4805383237345098;1443.5248656411472;29.610766474690198;59.221532949380396;173.22298387693766;11.844306589876078;578.8904845801934;109.55983595635372;266.4968982722118;134.7289874598404;1.4805383237345098;0.0;44.4161497120353
vale do sol;4322533;3;3;0;44;9;5;2;3;46;6;6;3;0;0;4;-29.59669999999;-52.6839;11303;11305;11212;11449;11476;11622;11450;11192;11046;11025;10984;10982;27.317428519395374;27.317428519395374;0.0;400.6556182844655;81.95228555818612;45.52904753232563;18.21161901293025;27.317428519395374;418.8672372973957;54.63485703879075;54.63485703879075;27.317428519395374;0.0;0.0;36.4232380258605
vale real;4322541;1;1;0;15;0;1;2;1;35;2;19;1;0;0;1;-29.3919;-51.25589999999;5224;5269;5262;5261;5356;5477;5592;5661;5801;5916;6083;6111;16.363933889707084;16.363933889707084;0.0;245.4590083456063;0.0;16.363933889707084;32.72786777941417;16.363933889707084;572.737686139748;32.72786777941417;310.9147439044346;16.363933889707084;0.0;0.0;16.363933889707084
vale verde;4322525;1;1;0;24;6;0;1;0;7;1;1;0;0;0;1;-29.7864;-52.18569999999;3321;3333;3297;3254;3299;3350;3432;3466;3477;3416;3357;3367;29.7000297000297;29.7000297000297;0.0;712.8007128007127;178.2001782001782;0.0;29.7000297000297;0.0;207.9002079002079;29.7000297000297;29.7000297000297;0.0;0.0;0.0;29.7000297000297
vanini;4322558;0;0;0;6;0;1;0;0;9;2;1;2;0;0;0;-28.4758;-51.8447;2021;2043;2081;2072;2063;2041;2080;2103;2130;2136;2132;2141;0.0;0.0;0.0;280.2428771602055;0.0;46.707146193367585;0.0;0.0;420.36431574030826;93.41429238673517;46.707146193367585;93.41429238673517;0.0;0.0;0.0
venancio aires;4322608;12;12;0;913;15;45;65;4;377;22;42;74;0;0;12;-29.6143;-52.19319999999;67264;67582;68320;68004;68651;68798;69444;69322;69731;70250;70960;70904;16.924292000451313;16.924292000451313;0.0;1287.6565497010042;21.155365000564142;63.46609500169243;91.67324833577796;5.641430666817104;531.7048403475121;31.027868667494076;59.2350220015796;104.36646733611644;0.0;0.0;16.924292000451313
vera cruz;4322707;2;2;0;163;7;12;12;3;176;7;15;12;0;0;2;-29.71839999999;-52.5152;24470;24607;24979;25155;25407;25463;25605;25599;25878;26063;26357;26639;7.5077893314313595;7.5077893314313595;0.0;611.8848305116559;26.277262660009757;45.04673598858816;45.04673598858816;11.26168399714704;660.6854611659596;26.277262660009757;56.3084199857352;45.04673598858816;0.0;0.0;7.5077893314313595
veranopolis;4322806;1;1;0;67;3;9;5;1;142;15;74;62;0;0;1;-28.9312;-51.5516;23249;23161;23707;23805;24148;24016;24120;24141;24531;25064;25538;25800;3.8759689922480622;3.8759689922480622;0.0;259.68992248062017;11.627906976744187;34.883720930232556;19.37984496124031;3.8759689922480622;550.3875968992247;58.13953488372093;286.82170542635663;240.31007751937986;0.0;0.0;3.8759689922480622
vespasiano correa;4322855;0;0;0;10;0;0;3;1;10;0;1;0;0;0;0;-29.0655;-51.8625;2014;2021;2011;1968;1974;1991;2005;2056;2056;2040;1969;1970;0.0;0.0;0.0;507.6142131979695;0.0;0.0;152.28426395939087;50.76142131979696;507.6142131979695;0.0;50.76142131979696;0.0;0.0;0.0;0.0
viadutos;4322905;1;1;0;35;1;2;0;0;18;3;5;3;0;0;1;-27.5716;-52.02109999999;5409;5376;5371;5298;5336;5215;5236;5175;5177;5159;5075;5052;19.79414093428345;19.79414093428345;0.0;692.7949326999208;19.79414093428345;39.5882818685669;0.0;0.0;356.29453681710214;59.38242280285036;98.97070467141725;59.38242280285036;0.0;0.0;19.79414093428345
viamao;4323002;40;42;2;2140;60;145;1367;212;1723;99;155;266;2;1;50;-30.0819;-51.01939999999;244610;244530;244344;245974;246923;247067;246942;245864;244699;241560;239243;235638;16.97519075870615;17.82395029664146;0.8487595379353075;908.1727055907791;25.46278613805923;61.5350665003098;580.1271441787827;89.9685110211426;731.2063419312675;42.01359712779772;65.77886418998634;112.88501854539591;0.8487595379353075;0.4243797689676537;21.21898844838269
vicente dutra;4323101;3;3;0;17;0;2;2;0;8;11;0;1;0;0;3;-27.16079999999;-53.4022;5402;5280;5317;5216;5200;5113;5129;5114;5153;5153;5077;5087;58.97385492431689;58.97385492431689;0.0;334.18517790446236;0.0;39.315903282877926;39.315903282877926;0.0;157.2636131315117;216.23746805582857;0.0;19.657951641438963;0.0;0.0;58.97385492431689
victor graeff;4323200;0;0;0;16;0;0;5;0;13;3;1;1;0;0;0;-28.56319999999;-52.74949999999;3099;3018;3010;3084;3117;3153;3115;3072;3088;3108;3138;3102;0.0;0.0;0.0;515.7962604771116;0.0;0.0;161.18633139909736;0.0;419.08446163765313;96.71179883945841;32.23726627981947;32.23726627981947;0.0;0.0;0.0
vila flores;4323309;0;0;0;14;1;1;0;1;8;0;7;1;0;0;0;-28.8598;-51.5504;3267;3316;3395;3373;3376;3397;3426;3527;3589;3623;3588;3593;0.0;0.0;0.0;389.6465349290287;27.831895352073477;27.831895352073477;0.0;27.831895352073477;222.65516281658782;0.0;194.82326746451434;27.831895352073477;0.0;0.0;0.0
vila langaro;4323358;0;0;0;15;1;2;0;0;5;1;0;0;0;0;0;-28.1062;-52.14379999999;2191;2145;2110;2081;2104;2095;2115;2095;2080;2124;2129;2130;0.0;0.0;0.0;704.2253521126761;46.948356807511736;93.89671361502347;0.0;0.0;234.7417840375587;46.948356807511736;0.0;0.0;0.0;0.0;0.0
vila maria;4323408;0;0;0;33;13;5;1;0;18;2;15;0;0;0;0;-28.5359;-52.14869999999;4300;4430;4456;4464;4384;4414;4406;4412;4423;4512;4602;4665;0.0;0.0;0.0;707.395498392283;278.67095391211143;107.18113612004286;21.436227224008572;0.0;385.8520900321543;42.872454448017145;321.54340836012864;0.0;0.0;0.0;0.0
vila nova do sul;4323457;0;0;0;65;16;3;2;0;20;1;3;0;0;0;0;-30.3461;-53.87599999999;4307;4284;4295;4186;4092;3971;3874;3932;3926;4031;4017;4117;0.0;0.0;0.0;1578.8195287830945;388.63249939276176;72.86859363614282;48.57906242409522;0.0;485.7906242409522;24.28953121204761;72.86859363614282;0.0;0.0;0.0;0.0
vista alegre;4323507;0;0;0;9;3;1;2;1;8;2;0;1;0;0;0;-27.3686;-53.4919;2887;2855;2790;2790;2797;2806;2801;2784;2863;2899;2885;2827;0.0;0.0;0.0;318.35868411743894;106.11956137247967;35.373187124159884;70.74637424831977;35.373187124159884;282.98549699327907;70.74637424831977;0.0;35.373187124159884;0.0;0.0;0.0
vista alegre do prata;4323606;0;0;0;3;0;0;0;0;8;3;0;0;0;0;0;-28.80519999999;-51.7946;1601;1598;1578;1539;1582;1630;1677;1645;1648;1704;1721;1746;0.0;0.0;0.0;171.82130584192439;0.0;0.0;0.0;0.0;458.1901489117984;171.82130584192439;0.0;0.0;0.0;0.0;0.0
vista gaucha;4323705;1;1;0;11;0;0;0;0;6;2;0;0;0;0;1;-27.29019999999;-53.6974;2813;2836;2842;2828;2787;2790;2802;2834;2885;2940;2987;3002;33.311125916055964;33.311125916055964;0.0;366.42238507661557;0.0;0.0;0.0;0.0;199.86675549633577;66.62225183211193;0.0;0.0;0.0;0.0;33.311125916055964
vitoria das missoes;4323754;0;0;0;20;3;0;0;0;7;1;4;0;0;0;0;-28.3516;-54.50399999999;3554;3436;3453;3403;3415;3448;3383;3439;3389;3438;3397;3405;0.0;0.0;0.0;587.3715124816446;88.1057268722467;0.0;0.0;0.0;205.58002936857562;29.368575624082233;117.47430249632893;0.0;0.0;0.0;0.0
westfalia;4323770;0;0;0;10;2;1;0;0;20;1;1;0;0;0;0;-29.3744;-51.74629999999;2844;2833;2864;2957;2974;3007;3039;3088;3136;3125;3226;3257;0.0;0.0;0.0;307.0310101320233;61.40620202640467;30.703101013202335;0.0;0.0;614.0620202640466;30.703101013202335;30.703101013202335;0.0;0.0;0.0;0.0
xangri-la;4323804;4;4;0;494;2;11;24;0;231;5;57;50;0;0;4;-29.8065;-50.0519;12708;13085;13351;13776;14165;14483;14813;15362;15858;16214;16343;16744;23.889154323936932;23.889154323936932;0.0;2950.3105590062114;11.944577161968466;65.69517439082657;143.3349259436216;0.0;1379.5986622073578;29.86144290492117;340.4204491161013;298.61442904921165;0.0;0.0;23.889154323936932
