municipios;ibge;homicidio_doloso;total_vitimas_homicidio_doloso;latrocinio;furtos;abigeato;furto_veiculo;roubos;roubo_veiculo;estelionato;delitos_armas_municoes;entorpecente_posse;entorpecente_trafico;vitimas_latrocinio;vitimas_lesao_corporal_morte;total_vitimas_crimes_violentos;latitude;longitude;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;taxa_homicidio_doloso;taxa_total_vitimas_homicidio_doloso;taxa_latrocinio;taxa_furtos;taxa_abigeato;taxa_furto_veiculo;taxa_roubos;taxa_roubo_veiculo;taxa_estelionato;taxa_delitos_armas_municoes;taxa_entorpecente_posse;taxa_entorpecente_trafico;taxa_vitimas_latrocinio;taxa_vitimas_lesao_corporal_morte;taxa_total_vitimas_crimes_violentos
ipe;4310439;0;0;0;48;13;2;4;1;42;5;3;7;0;0;0;-28.8171;-51.28589999999;6134;6054;6104;6077;6156;6200;6131;6128;6043;6042;5974;6025;0.0;0.0;0.0;796.6804979253112;215.76763485477179;33.19502074688796;66.39004149377593;16.59751037344398;697.0954356846473;82.98755186721992;49.79253112033195;116.1825726141079;0.0;0.0;0.0
ipiranga do sul;4310462;0;0;0;5;1;0;0;0;11;0;0;0;0;0;0;-27.9404;-52.4271;1981;1964;1957;1933;1920;1919;1914;1902;1903;1960;1961;1996;0.0;0.0;0.0;250.501002004008;50.1002004008016;0.0;0.0;0.0;551.1022044088177;0.0;0.0;0.0;0.0;0.0;0.0
irai;4310504;3;3;0;106;4;3;2;0;37;12;7;21;0;0;5;-27.1951;-53.2543;8247;8188;8031;7935;7978;8025;8008;7905;7906;7873;7947;8036;37.33200597312096;37.33200597312096;0.0;1319.0642110502738;49.77600796416127;37.33200597312096;24.888003982080637;0.0;460.4280736684918;149.32802389248383;87.10801393728222;261.3240418118467;0.0;0.0;62.22000995520159
itaara;4310538;0;0;0;52;9;3;3;1;52;2;1;0;0;0;1;-29.60129999999;-53.7725;5116;5095;5104;5099;5169;5220;5220;5180;5189;5294;5399;5549;0.0;0.0;0.0;937.1057848260948;162.19138583528564;54.06379527842854;54.06379527842854;18.021265092809514;937.1057848260948;36.04253018561903;18.021265092809514;0.0;0.0;0.0;18.021265092809514
itacurubi;4310553;0;0;0;36;20;1;0;0;22;6;1;1;0;0;0;-28.7913;-55.2447;3515;3480;3467;3458;3401;3337;3252;3197;3200;3199;3196;3224;0.0;0.0;0.0;1116.6253101736972;620.347394540943;31.017369727047146;0.0;0.0;682.3821339950373;186.10421836228286;31.017369727047146;31.017369727047146;0.0;0.0;0.0
itapuca;4310579;0;0;0;10;0;0;0;2;2;3;0;0;0;0;0;-28.7768;-52.1693;2393;2380;2381;2367;2321;2289;2253;2246;2190;2166;2168;2219;0.0;0.0;0.0;450.6534474988734;0.0;0.0;0.0;90.13068949977468;90.13068949977468;135.196034249662;0.0;0.0;0.0;0.0;0.0
itaqui;4310603;4;4;1;402;49;13;57;1;173;23;29;32;1;0;5;-29.131;-56.55149999999;38999;39108;38617;38116;37490;37336;37175;37216;37127;36694;36482;36263;11.030526983426634;11.030526983426634;2.7576317458566586;1108.5679618343765;135.12395554697625;35.84921269613656;157.18500951382953;2.7576317458566586;477.0702920332019;63.42553015470314;79.97132062984309;88.24421586741308;2.7576317458566586;0.0;13.788158729283293
itati;4310652;0;0;0;16;1;3;1;0;10;7;6;1;0;0;0;-29.48832;-50.11357999999;2637;2669;2637;2613;2612;2616;2695;2707;2781;2785;2796;2840;0.0;0.0;0.0;563.3802816901409;35.21126760563381;105.6338028169014;35.21126760563381;0.0;352.11267605633805;246.47887323943664;211.2676056338028;35.21126760563381;0.0;0.0;0.0
itatiba do sul;4310702;0;0;0;25;2;0;0;0;12;7;1;1;0;0;0;-27.38459999999;-52.4538;4254;4173;4151;3977;3901;3779;3755;3658;3678;3649;3582;3518;0.0;0.0;0.0;710.6310403638431;56.85048322910745;0.0;0.0;0.0;341.10289937464466;198.9766913018761;28.425241614553723;28.425241614553723;0.0;0.0;0.0
ivora;4310751;0;0;1;15;2;0;0;0;11;2;1;0;1;0;1;-29.52319999999;-53.5842;2197;2152;2106;2123;2102;2098;2066;2075;2070;2081;2060;2079;0.0;0.0;48.1000481000481;721.5007215007215;96.2000962000962;0.0;0.0;0.0;529.1005291005291;96.2000962000962;48.1000481000481;0.0;48.1000481000481;0.0;48.1000481000481
ivoti;4310801;1;1;0;87;0;13;9;0;203;1;45;16;0;0;2;-29.59949999999;-51.1533;20278;20614;20987;21441;21794;22207;22666;23053;23347;23571;23835;23925;4.179728317659352;4.179728317659352;0.0;363.6363636363636;0.0;54.33646812957158;37.61755485893417;0.0;848.4848484848486;4.179728317659352;188.08777429467085;66.87565308254963;0.0;0.0;8.359456635318704
jaboticaba;4310850;0;0;0;18;1;1;0;2;22;5;1;0;0;0;0;-27.63469999999;-53.2762;4186;4042;3949;3875;3929;3987;4007;4016;3973;3970;3994;4072;0.0;0.0;0.0;442.04322200392926;24.55795677799607;24.55795677799607;0.0;49.11591355599214;540.2750491159136;122.78978388998036;24.55795677799607;0.0;0.0;0.0;0.0
jacuizinho;4310876;0;0;0;12;6;0;0;0;3;2;0;0;0;0;0;-29.02199999999;-53.05369999999;2558;2651;2691;2692;2660;2607;2535;2498;2523;2544;2608;2616;0.0;0.0;0.0;458.7155963302753;229.35779816513764;0.0;0.0;0.0;114.67889908256882;76.45259938837921;0.0;0.0;0.0;0.0;0.0
jacutinga;4310900;2;2;0;9;0;1;0;0;17;2;11;0;0;0;2;-27.72909999999;-52.53719999999;3702;3709;3582;3570;3539;3505;3511;3505;3578;3714;3762;3807;52.53480430785395;52.53480430785395;0.0;236.4066193853428;0.0;26.267402153926977;0.0;0.0;446.5458366167586;52.53480430785395;288.9414236931967;0.0;0.0;0.0;52.53480430785395
jaguarao;4311007;1;1;0;339;44;17;22;1;84;12;43;50;0;0;1;-32.5604;-53.377;28509;28423;28096;27710;27745;27767;27715;27589;27393;27336;27403;27574;3.6266047726118806;3.6266047726118806;0.0;1229.4190179154277;159.57060999492276;61.652281134401974;79.78530499746138;3.6266047726118806;304.634800899398;43.51925727134257;155.94400522231086;181.33023863059404;0.0;0.0;3.6266047726118806
jaguari;4311106;0;0;0;57;11;1;6;1;45;1;23;13;0;0;0;-29.4936;-54.703;11688;11434;11250;11078;10799;10686;10419;10406;10234;10234;10331;10461;0.0;0.0;0.0;544.880986521365;105.15247108307045;9.559315553006405;57.355893318038426;9.559315553006405;430.1691998852882;9.559315553006405;219.86425771914733;124.27110218908325;0.0;0.0;0.0
jaquirana;4311122;1;1;0;30;13;0;2;0;22;6;6;2;0;0;2;-28.8811;-50.3637;4274;4172;4152;4033;4064;4105;4177;4138;4065;4079;4088;4114;24.307243558580456;24.307243558580456;0.0;729.2173067574137;315.99416626154596;0.0;48.61448711716091;0.0;534.75935828877;145.84346135148274;145.84346135148274;48.61448711716091;0.0;0.0;48.61448711716091
jari;4311130;1;1;0;28;11;0;0;0;9;2;0;0;0;0;1;-29.2922;-54.2237;3645;3679;3643;3560;3469;3458;3419;3461;3438;3517;3512;3510;28.49002849002849;28.49002849002849;0.0;797.7207977207978;313.3903133903134;0.0;0.0;0.0;256.4102564102564;56.98005698005698;0.0;0.0;0.0;0.0;28.49002849002849
joia;4311155;0;0;0;35;12;3;3;0;38;9;2;1;0;1;1;-28.6435;-54.1141;8510;8508;8385;8315;8254;8214;8147;8037;8021;7958;7937;7788;0.0;0.0;0.0;449.40934771443244;154.08320493066256;38.52080123266564;38.52080123266564;0.0;487.93014894709813;115.56240369799693;25.680534155110426;12.840267077555213;0.0;12.840267077555213;12.840267077555213
julio de castilhos;4311205;2;2;1;219;18;4;16;1;119;17;29;25;1;0;3;-29.2298;-53.67719999999;19993;19836;19443;19239;19128;19152;18937;18898;18840;18940;18827;18892;10.586491636671607;10.586491636671607;5.293245818335803;1159.220834215541;95.27842473004446;21.172983273343213;84.69193309337285;5.293245818335803;629.8962523819606;89.98517891170866;153.5041287317383;132.3311454583951;5.293245818335803;0.0;15.87973745500741
lagoa bonita do sul;4311239;0;0;0;9;0;1;0;0;11;0;0;0;0;0;0;-29.48819999999;-53.0138;2719;2679;2670;2648;2722;2795;2809;2787;2734;2703;2649;2610;0.0;0.0;0.0;344.82758620689657;0.0;38.31417624521073;0.0;0.0;421.45593869731795;0.0;0.0;0.0;0.0;0.0;0.0
lagoa dos tres cantos;4311270;0;0;0;12;1;0;0;0;6;1;1;0;0;0;0;-28.56759999999;-52.8618;1634;1741;1770;1820;1790;1819;1853;1857;1878;1850;1949;1986;0.0;0.0;0.0;604.2296072507553;50.35246727089628;0.0;0.0;0.0;302.11480362537765;50.35246727089628;50.35246727089628;0.0;0.0;0.0;0.0
lagoa vermelha;4311304;7;8;0;373;25;14;21;2;227;43;104;70;0;0;11;-28.20929999999;-51.52479999999;28095;27886;27553;27372;27387;27562;27603;27834;27678;27660;27726;27970;25.026814444047194;28.60207365033965;0.0;1333.5716839470863;89.3814801573114;50.05362888809439;75.08044333214158;7.150518412584913;811.5838398283875;153.73614587057563;371.82695745441544;250.26814444047193;0.0;0.0;39.32785126921702
lagoao;4311254;1;2;0;10;4;1;3;0;9;2;0;0;0;0;2;-29.2348;-52.7997;6322;6115;6078;6024;6054;5893;5825;5768;5780;5730;5681;5746;17.40341106856944;34.80682213713888;0.0;174.0341106856944;69.61364427427776;17.40341106856944;52.21023320570832;0.0;156.63069961712495;34.80682213713888;0.0;0.0;0.0;0.0;34.80682213713888
lajeado;4311403;17;18;0;1071;6;74;77;10;1025;52;124;178;0;0;21;-29.45909999999;-51.96439999999;72888;74001;75561;77918;79639;82010;83834;85929;88261;90944;92843;94929;17.90812080607612;18.961539677021776;0.0;1128.2116107827956;6.320513225673926;77.9529964499784;81.11325306281537;10.534188709456542;1079.7543427192954;54.77778128917402;130.62393999726112;187.50855902832643;0.0;0.0;22.121796289858736
lajeado do bugre;4311429;0;0;0;3;0;1;1;0;9;3;1;1;0;0;0;-27.69129999999;-53.1818;2540;2551;2518;2481;2437;2442;2455;2500;2510;2544;2570;2649;0.0;0.0;0.0;113.25028312570782;0.0;37.75009437523594;37.75009437523594;0.0;339.7508493771235;113.25028312570782;37.75009437523594;37.75009437523594;0.0;0.0;0.0
lavras do sul;4311502;0;0;0;44;21;3;2;0;15;3;1;5;0;0;0;-30.80709999999;-53.89309999999;7840;7707;7592;7431;7332;7328;7289;7273;7136;7190;7180;7204;0.0;0.0;0.0;610.7717934480844;291.5047196002221;41.6435313714603;27.762354247640204;0.0;208.21765685730148;41.6435313714603;13.881177123820102;69.4058856191005;0.0;0.0;0.0
liberato salzano;4311601;0;0;0;27;6;1;1;0;39;6;1;3;0;0;0;-27.60099999999;-53.07529999999;5900;5937;5843;5803;5805;5734;5683;5671;5762;5709;5552;5491;0.0;0.0;0.0;491.7137133491167;109.2697140775815;18.21161901293025;18.21161901293025;0.0;710.2531415042797;109.2697140775815;18.21161901293025;54.63485703879075;0.0;0.0;0.0
lindolfo collor;4311627;0;0;0;18;0;1;0;1;30;3;9;4;0;0;0;-29.58589999999;-51.2141;5343;5448;5539;5680;5801;5907;5961;5970;6070;6149;6229;6301;0.0;0.0;0.0;285.66894143786703;0.0;15.870496746548167;0.0;15.870496746548167;476.114902396445;47.6114902396445;142.83447071893352;63.481986986192666;0.0;0.0;0.0
linha nova;4311643;0;0;0;7;0;0;0;0;8;2;1;0;0;0;0;-29.4679;-51.20029999999;1658;1703;1710;1724;1733;1789;1845;1869;1910;1880;1843;1784;0.0;0.0;0.0;392.37668161434976;0.0;0.0;0.0;0.0;448.4304932735426;112.10762331838565;56.053811659192824;0.0;0.0;0.0;0.0
macambara;4311718;0;0;0;39;15;0;0;0;23;2;0;0;0;0;0;-29.1445;-56.06739999999;4839;4724;4684;4545;4461;4309;4409;4460;4553;4544;4575;4599;0.0;0.0;0.0;848.0104370515329;326.1578604044357;0.0;0.0;0.0;500.10871928680143;43.48771472059143;0.0;0.0;0.0;0.0;0.0
machadinho;4311700;0;0;0;125;6;3;3;0;9;4;4;1;0;0;0;-27.5667;-51.6668;5627;5638;5655;5769;5750;5821;5784;5912;5939;5962;5871;5799;0.0;0.0;0.0;2155.5440593205726;103.46611484738747;51.73305742369374;51.73305742369374;0.0;155.1991722710812;68.97740989825832;68.97740989825832;17.24435247456458;0.0;0.0;0.0
mampituba;4311734;0;0;0;2;0;0;0;0;7;0;0;2;0;0;0;-29.2136;-49.9311;3068;3050;3002;2951;2910;3000;3065;3152;3182;3221;3277;3332;0.0;0.0;0.0;60.024009603841534;0.0;0.0;0.0;0.0;210.08403361344537;0.0;0.0;60.024009603841534;0.0;0.0;0.0
manoel viana;4311759;0;0;0;34;11;3;0;0;40;3;8;7;0;1;1;-29.58589999999;-55.48409999999;7218;7135;7065;6891;6771;6735;6614;6660;6639;6680;6669;6637;0.0;0.0;0.0;512.2796444176586;165.73753201747778;45.201145095675756;0.0;0.0;602.6819346090101;45.201145095675756;120.53638692180202;105.46933855657677;0.0;15.067048365225252;15.067048365225252
maquine;4311775;3;3;1;60;16;7;5;2;31;8;3;4;1;0;5;-29.6798;-50.2079;7046;6950;6818;6710;6810;6865;6872;6805;6914;6962;6994;7014;42.7715996578272;42.7715996578272;14.257199885942402;855.4319931565441;228.11519817507843;99.8003992015968;71.285999429712;28.514399771884804;441.9731964642144;114.05759908753922;42.7715996578272;57.02879954376961;14.257199885942402;0.0;71.285999429712
marata;4311791;0;0;0;7;0;2;0;0;21;0;4;0;0;0;0;-29.5457;-51.55729999999;2573;2579;2577;2540;2503;2560;2632;2697;2721;2736;2757;2748;0.0;0.0;0.0;254.7307132459971;0.0;72.7802037845706;0.0;0.0;764.1921397379913;0.0;145.5604075691412;0.0;0.0;0.0;0.0
marau;4311809;3;3;0;403;24;49;25;1;439;30;54;24;0;0;4;-28.4498;-52.19859999999;37108;37915;38610;38873;39445;40079;40648;41170;42183;43028;43979;44785;6.69867143016635;6.69867143016635;0.0;899.8548621190131;53.5893714413308;109.41163335938373;55.82226191805292;2.232890476722117;980.2389192810092;66.9867143016635;120.5760857429943;53.5893714413308;0.0;0.0;8.931561906888469
marcelino ramos;4311908;0;0;0;31;1;1;3;0;15;2;1;1;0;0;0;-27.4676;-51.9095;5233;5222;5047;4920;4895;4883;4906;4873;4927;4897;4801;4718;0.0;0.0;0.0;657.0580754557016;21.1954217888936;21.1954217888936;63.586265366680806;0.0;317.931326833404;42.3908435777872;21.1954217888936;21.1954217888936;0.0;0.0;0.0
mariana pimentel;4311981;1;1;0;45;10;2;6;0;18;1;2;4;0;0;1;-30.3531;-51.5803;3846;3805;3834;3840;3837;3891;3964;4017;4080;4071;4105;4076;24.53385672227674;24.53385672227674;0.0;1104.0235525024534;245.33856722276744;49.06771344455348;147.20314033366046;0.0;441.6094210009814;24.53385672227674;49.06771344455348;98.13542688910697;0.0;0.0;24.53385672227674
mariano moro;4312005;1;1;0;5;1;0;0;0;5;2;1;1;0;0;1;-27.3568;-52.1467;2251;2184;2219;2223;2238;2210;2185;2108;2027;2081;2097;2098;47.66444232602478;47.66444232602478;0.0;238.32221163012395;47.66444232602478;0.0;0.0;0.0;238.32221163012395;95.32888465204957;47.66444232602478;47.66444232602478;0.0;0.0;47.66444232602478
marques de souza;4312054;0;0;0;26;2;1;0;0;14;6;3;1;0;0;0;-29.33109999999;-52.09729999999;4146;4256;4306;4375;4362;4371;4326;4228;4172;4169;4226;4290;0.0;0.0;0.0;606.060606060606;46.62004662004662;23.31002331002331;0.0;0.0;326.3403263403263;139.86013986013987;69.93006993006993;23.31002331002331;0.0;0.0;0.0
mata;4312104;0;0;0;50;14;2;1;0;26;4;3;1;0;0;0;-29.5649;-54.4641;5210;5145;5095;4934;4885;4816;4747;4727;4786;4851;4774;4695;0.0;0.0;0.0;1064.9627263045793;298.1895633652822;42.59850905218317;21.299254526091584;0.0;553.7806176783813;85.19701810436634;63.89776357827476;21.299254526091584;0.0;0.0;0.0
mato castelhano;4312138;0;0;0;43;13;2;2;0;13;3;2;1;0;0;0;-28.28;-52.19319999999;2516;2499;2538;2534;2585;2551;2561;2554;2614;2591;2623;2643;0.0;0.0;0.0;1626.9390843738174;491.86530457813086;75.67158531971245;75.67158531971245;0.0;491.86530457813086;113.50737797956867;75.67158531971245;37.835792659856224;0.0;0.0;0.0
mato leitao;4312153;0;0;0;21;0;0;2;0;32;6;2;0;0;0;0;-29.5285;-52.1278;3941;3994;4158;4265;4416;4489;4519;4549;4557;4704;4784;4895;0.0;0.0;0.0;429.0091930541369;0.0;0.0;40.85801838610828;0.0;653.7282941777324;122.57405515832481;40.85801838610828;0.0;0.0;0.0;0.0
mato queimado;4312179;0;0;0;5;1;0;1;0;7;3;0;0;0;0;0;-28.2475;-54.61919999999;1839;1887;1880;1875;1878;1907;1926;1910;1901;1872;1882;1881;0.0;0.0;0.0;265.8160552897395;53.163211057947905;0.0;53.163211057947905;0.0;372.1424774056353;159.4896331738437;0.0;0.0;0.0;0.0;0.0
maximiliano de almeida;4312203;0;0;0;27;0;0;0;0;24;3;1;2;0;0;0;-27.6325;-51.8021;5010;4939;4910;4900;4836;4764;4607;4626;4616;4702;4702;4629;0.0;0.0;0.0;583.2793259883344;0.0;0.0;0.0;0.0;518.4705119896306;64.80881399870383;21.602937999567942;43.205875999135884;0.0;0.0;0.0
minas do leao;4312252;0;0;1;47;8;3;3;0;42;8;30;14;1;0;1;-30.13459999999;-52.04229999999;7796;7764;7818;7849;7987;7966;7972;7912;7935;7998;7997;7960;0.0;0.0;12.56281407035176;590.4522613065327;100.50251256281408;37.688442211055275;37.688442211055275;0.0;527.6381909547738;100.50251256281408;376.88442211055275;175.87939698492463;12.56281407035176;0.0;12.56281407035176
miraguai;4312302;0;0;0;58;8;6;6;0;20;5;2;0;0;0;0;-27.497;-53.6891;4956;4961;5024;5113;5191;5221;5237;5234;5277;5330;5412;5448;0.0;0.0;0.0;1064.6108663729808;146.84287812041114;110.13215859030838;110.13215859030838;0.0;367.1071953010279;91.77679882525698;36.710719530102786;0.0;0.0;0.0;0.0
montauri;4312351;0;0;0;1;0;0;0;0;5;1;0;0;0;0;0;-28.6462;-52.0767;1574;1562;1566;1524;1541;1567;1575;1590;1586;1627;1611;1617;0.0;0.0;0.0;61.84291898577613;0.0;0.0;0.0;0.0;309.2145949288807;61.84291898577613;0.0;0.0;0.0;0.0;0.0
monte alegre dos campos;4312377;0;0;0;28;4;0;0;0;13;3;0;0;0;0;0;-28.68049999999;-50.7834;3168;3185;3164;3141;3157;3193;3239;3231;3229;3215;3192;3217;0.0;0.0;0.0;870.3761268262356;124.33944668946222;0.0;0.0;0.0;404.10320174075224;93.25458501709667;0.0;0.0;0.0;0.0;0.0
monte belo do sul;4312385;0;0;0;18;0;0;0;0;12;2;1;0;0;0;0;-29.16069999999;-51.63329999999;2715;2803;2766;2755;2713;2753;2724;2709;2789;2887;2949;2967;0.0;0.0;0.0;606.6734074823054;0.0;0.0;0.0;0.0;404.4489383215369;67.40815638692283;33.70407819346141;0.0;0.0;0.0;0.0
montenegro;4312401;4;5;0;616;8;54;56;3;469;17;281;123;0;0;5;-29.6824;-51.4679;60658;61065;61361;61993;62860;64093;65034;66107;66596;67093;67184;67857;5.894749252103688;7.3684365651296115;0.0;907.791384823968;11.789498504207376;79.5791149033998;82.52648952945164;4.421061939077767;691.1593498091574;25.052684321440676;414.1061349602841;181.26353950218842;0.0;0.0;7.3684365651296115
mormaco;4312427;0;0;0;7;0;0;1;0;7;0;0;0;0;0;0;-28.6968;-52.6999;2803;2849;2840;2844;2898;2958;2949;2972;2960;3001;2927;2954;0.0;0.0;0.0;236.96682464454977;0.0;0.0;33.852403520649965;0.0;236.96682464454977;0.0;0.0;0.0;0.0;0.0;0.0
morrinhos do sul;4312443;0;0;0;6;0;0;0;0;9;1;2;1;0;0;0;-29.3578;-49.9328;3242;3180;3242;3263;3304;3240;3270;3351;3440;3427;3407;3409;0.0;0.0;0.0;176.00469345849223;0.0;0.0;0.0;0.0;264.0070401877383;29.33411557641537;58.66823115283074;29.33411557641537;0.0;0.0;0.0
morro redondo;4312450;0;0;0;60;8;2;0;0;20;1;0;2;0;0;0;-31.58869999999;-52.6261;6349;6358;6306;6219;6252;6361;6470;6545;6621;6601;6594;6519;0.0;0.0;0.0;920.3865623561895;122.71820831415862;30.679552078539654;0.0;0.0;306.7955207853965;15.339776039269827;0.0;30.679552078539654;0.0;0.0;0.0
morro reuter;4312476;0;0;0;36;0;1;4;0;44;0;4;2;0;0;0;-29.5379;-51.08109999999;5784;5855;5973;6096;6190;6175;6204;6166;6341;6533;6661;6634;0.0;0.0;0.0;542.6590292432921;0.0;15.073861923424781;60.295447693699124;0.0;663.2499246306903;0.0;60.295447693699124;30.147723846849562;0.0;0.0;0.0
mostardas;4312500;1;1;0;108;14;3;3;1;77;2;17;17;0;0;1;-31.10539999999;-50.91669999999;12377;12320;12302;12239;12226;12321;12485;12590;12486;12494;12439;12582;7.947862025115244;7.947862025115244;0.0;858.3690987124463;111.27006835161342;23.84358607534573;23.84358607534573;7.947862025115244;611.9853759338738;15.895724050230488;135.11365442695913;135.11365442695913;0.0;0.0;7.947862025115244
mucum;4312609;0;0;0;49;0;3;1;0;25;4;9;8;0;0;0;-29.163;-51.8714;4882;4899;4800;4927;5016;5107;5152;5243;5292;5310;5271;5174;0.0;0.0;0.0;947.0429068419018;0.0;57.98221878623889;19.327406262079627;0.0;483.1851565519907;77.30962504831851;173.94665635871667;154.61925009663702;0.0;0.0;0.0
muitos capoes;4312617;0;0;0;20;5;3;1;0;10;2;0;1;0;0;0;-28.31319999999;-51.18359999999;3053;3042;2987;2978;3004;3050;3080;3095;3153;3103;3087;3002;0.0;0.0;0.0;666.2225183211193;166.55562958027983;99.93337774816789;33.311125916055964;0.0;333.11125916055965;66.62225183211193;0.0;33.311125916055964;0.0;0.0;0.0
muliterno;4312625;0;0;0;14;1;1;0;0;6;2;1;2;0;0;0;-28.32529999999;-51.7697;1850;1867;1906;1895;1888;1893;1956;2007;2022;1998;1967;1992;0.0;0.0;0.0;702.8112449799197;50.2008032128514;50.2008032128514;0.0;0.0;301.20481927710847;100.4016064257028;50.2008032128514;100.4016064257028;0.0;0.0;0.0
nao-me-toque;4312658;2;2;0;122;1;3;10;0;182;12;29;24;0;0;2;-28.45479999999;-52.81819999999;16250;16424;16604;16844;17052;17375;17636;17932;17962;18191;18466;18866;10.60108131029365;10.60108131029365;0.0;646.6659599279127;5.300540655146825;15.901621965440475;53.00540655146825;0.0;964.6983992367221;63.6064878617619;153.71567899925793;127.2129757235238;0.0;0.0;10.60108131029365
nicolau vergueiro;4312674;0;0;0;15;4;0;1;0;8;0;1;0;0;0;0;-28.5298;-52.46759999999;1759;1762;1743;1751;1767;1816;1829;1869;1901;1944;1960;1981;0.0;0.0;0.0;757.193336698637;201.91822311963654;0.0;50.479555779909134;0.0;403.8364462392731;0.0;50.479555779909134;0.0;0.0;0.0;0.0
nonoai;4312708;1;1;0;69;5;4;5;0;81;14;21;17;0;0;2;-27.3689;-52.77559999999;12331;12228;12030;11881;11869;11994;12176;12293;12379;12441;12558;12747;7.844983133286264;7.844983133286264;0.0;541.3038361967522;39.224915666431315;31.379932533145055;39.224915666431315;0.0;635.4436337961873;109.8297638660077;164.74464579901152;133.36471326586647;0.0;0.0;15.689966266572528
nova alvorada;4312757;0;0;0;18;1;1;14;0;19;3;0;1;0;0;0;-28.6822;-52.1631;3249;3269;3312;3339;3365;3412;3448;3428;3458;3468;3483;3509;0.0;0.0;0.0;512.9666571672842;28.498147620404676;28.498147620404676;398.97406668566543;0.0;541.4648047876889;85.49444286121403;0.0;28.498147620404676;0.0;0.0;0.0
nova araca;4312807;0;0;0;27;0;3;3;0;30;4;21;8;0;0;0;-28.6537;-51.7458;4076;4151;4264;4353;4435;4626;4827;4972;5059;5192;5427;5595;0.0;0.0;0.0;482.573726541555;0.0;53.61930294906167;53.61930294906167;0.0;536.1930294906166;71.49240393208221;375.33512064343165;142.98480786416442;0.0;0.0;0.0
nova bassano;4312906;0;0;0;43;3;8;2;1;44;13;17;16;0;0;0;-28.72909999999;-51.7072;9013;9094;9065;9004;8947;9000;9002;9023;9058;9112;9135;9296;0.0;0.0;0.0;462.5645438898451;32.271944922547334;86.05851979345955;21.514629948364888;10.757314974182444;473.32185886402755;139.84509466437177;182.87435456110154;172.1170395869191;0.0;0.0;0.0
nova boa vista;4312955;0;0;0;10;0;1;0;0;14;1;0;0;0;0;0;-27.99259999999;-52.9784;1998;1997;2048;2083;2115;2097;2125;2116;2120;2105;2088;2115;0.0;0.0;0.0;472.8132387706856;0.0;47.28132387706856;0.0;0.0;661.9385342789598;47.28132387706856;0.0;0.0;0.0;0.0;0.0
nova brescia;4313003;0;0;0;4;0;1;0;0;15;0;1;1;0;0;0;-29.2182;-52.0319;3245;3276;3383;3405;3461;3408;3337;3275;3305;3376;3274;3234;0.0;0.0;0.0;123.68583797155226;0.0;30.921459492888065;0.0;0.0;463.821892393321;0.0;30.921459492888065;30.921459492888065;0.0;0.0;0.0
nova candelaria;4313011;0;0;0;2;0;1;0;0;11;2;0;0;0;0;0;-27.6137;-54.10739999999;2798;2832;2864;2831;2846;2819;2883;2942;3062;3152;3165;3140;0.0;0.0;0.0;63.69426751592356;0.0;31.84713375796178;0.0;0.0;350.31847133757964;63.69426751592356;0.0;0.0;0.0;0.0;0.0
nova esperanca do sul;4313037;0;0;0;18;1;0;0;0;20;0;0;3;0;0;0;-29.4066;-54.8293;4762;4778;4779;4739;4729;4742;4850;4903;4966;4979;5032;5057;0.0;0.0;0.0;355.9422582558829;19.77456990310461;0.0;0.0;0.0;395.4913980620921;0.0;0.0;59.323709709313825;0.0;0.0;0.0
nova hartz;4313060;1;1;0;102;1;12;11;1;153;9;57;17;0;0;1;-29.5807;-50.90509999999;18751;18883;19178;19288;19327;19447;19624;20029;20175;20362;20474;20899;4.784917938657352;4.784917938657352;0.0;488.06162974304993;4.784917938657352;57.41901526388823;52.634097325230876;4.784917938657352;732.0924446145748;43.06426144791617;272.7403225034691;81.34360495717499;0.0;0.0;4.784917938657352
nova padua;4313086;0;0;0;12;0;0;1;0;20;0;0;0;0;0;0;-29.0275;-51.3098;2495;2481;2462;2451;2480;2540;2594;2633;2641;2691;2672;2657;0.0;0.0;0.0;451.6371847948814;0.0;0.0;37.63643206624012;0.0;752.7286413248024;0.0;0.0;0.0;0.0;0.0;0.0
nova palma;4313102;0;0;0;40;16;0;2;0;31;3;1;1;0;0;0;-29.471;-53.46889999999;6471;6415;6425;6328;6346;6291;6205;6177;6084;6045;6022;6043;0.0;0.0;0.0;661.9228859837829;264.76915439351313;0.0;33.09614429918914;0.0;512.9902366374317;49.644216448783716;16.54807214959457;16.54807214959457;0.0;0.0;0.0
nova petropolis;4313201;1;1;0;100;1;4;1;0;135;11;56;9;0;0;1;-29.37409999999;-51.1135;19417;19705;19688;20115;20398;21003;21570;22066;22400;22735;23033;23343;4.2839395107741085;4.2839395107741085;0.0;428.39395107741075;4.2839395107741085;17.135758043096434;4.2839395107741085;0.0;578.3318339545045;47.12333461851519;239.90061260335005;38.55545559696697;0.0;0.0;4.2839395107741085
nova prata;4313300;3;3;0;123;3;16;8;1;207;19;66;79;0;0;6;-28.7799;-51.6113;23281;23444;23786;24120;24465;24838;25170;25371;25850;26206;26943;27266;11.002714002787354;11.002714002787354;0.0;451.1112741142815;11.002714002787354;58.681141348199226;29.340570674099613;3.6675713342624516;759.1872661923275;69.68385535098658;242.0597080613218;289.73813540673365;0.0;0.0;22.005428005574707
